,statefp,name,state_name,LON,LAT
2247,51,Highland,Virginia,-79.56125426,-79.56125426
2248,28,Leake,Mississippi,-89.52402041,-89.52402041
2249,28,Quitman,Mississippi,-90.28908,-90.28908
2250,31,Franklin,Nebraska,-98.95299073,-98.95299073
2251,54,Gilmer,West Virginia,-80.85951389,-80.85951389
2252,4,Mohave,Arizona,-113.7577942,-113.7577942
2253,29,Carroll,Missouri,-93.50626255,-93.50626255
2254,27,Norman,Minnesota,-96.45620947,-96.45620947
2255,16,Jerome,Idaho,-114.2616446,-114.2616446
2256,29,Buchanan,Missouri,-94.8013897,-94.8013897
2257,8,Bent,Colorado,-103.0720195,-103.0720195
2258,18,DeKalb,Indiana,-84.99906934,-84.99906934
2259,38,Burleigh,North Dakota,-100.4645214,-100.4645214
2260,18,Montgomery,Indiana,-86.89335024,-86.89335024
2261,19,Crawford,Iowa,-95.3819718,-95.3819718
2262,8,Kit Carson,Colorado,-102.6022199,-102.6022199
2263,48,Orange,Texas,-93.89412775,-93.89412775
2264,51,Lunenburg,Virginia,-78.24133319,-78.24133319
2265,13,Habersham,Georgia,-83.53094677,-83.53094677
2266,30,Beaverhead,Montana,-112.8984748,-112.8984748
2267,17,Sangamon,Illinois,-89.65873898,-89.65873898
2268,47,Wilson,Tennessee,-86.29775884,-86.29775884
2269,48,El Paso,Texas,-106.2363275,-106.2363275
2270,19,Lee,Iowa,-91.48183837,-91.48183837
2271,8,Gunnison,Colorado,-107.0320729,-107.0320729
2272,39,Marion,Ohio,-83.15739075,-83.15739075
2273,28,Monroe,Mississippi,-88.48084378,-88.48084378
2274,50,Bennington,Vermont,-73.09048868,-73.09048868
2275,55,Sheboygan,Wisconsin,-87.94579281,-87.94579281
2276,38,Hettinger,North Dakota,-102.46319,-102.46319
2277,18,Whitley,Indiana,-85.50611663,-85.50611663
2278,55,Menominee,Wisconsin,-88.70949857,-88.70949857
2279,17,Crawford,Illinois,-87.75954624,-87.75954624
2280,49,San Juan,Utah,-109.8033714,-109.8033714
2281,6,Los Angeles,California,-118.2282411,-118.2282411
2282,12,Marion,Florida,-82.05803627,-82.05803627
2283,49,Utah,Utah,-111.6657781,-111.6657781
2284,21,Butler,Kentucky,-86.68748787,-86.68748787
2285,47,Carroll,Tennessee,-88.45189331,-88.45189331
2286,47,Grainger,Tennessee,-83.51512085,-83.51512085
2287,5,Union,Arkansas,-92.59746952,-92.59746952
2288,9,Litchfield,Connecticut,-73.245448,-73.245448
2289,22,St. Martin,Louisiana,-91.61403569,-91.61403569
2290,19,Van Buren,Iowa,-91.95022354,-91.95022354
2291,36,Putnam,New York,-73.74966338,-73.74966338
2292,51,Hampton,Virginia,-76.35879488,-76.35879488
2293,36,St. Lawrence,New York,-75.06550039,-75.06550039
2294,24,Kent,Maryland,-76.04741541,-76.04741541
2295,39,Geauga,Ohio,-81.17935342,-81.17935342
2296,51,Fairfax,Virginia,-77.2950236,-77.2950236
2297,6,Ventura,California,-119.0910613,-119.0910613
2298,6,Santa Barbara,California,-120.0188492,-120.0188492
2299,23,Franklin,Maine,-70.44381045,-70.44381045
2300,13,Forsyth,Georgia,-84.1231513,-84.1231513
2301,37,Orange,North Carolina,-79.12071578,-79.12071578
2302,42,Lycoming,Pennsylvania,-77.06629984,-77.06629984
2303,72,Gurabo,Puerto Rico,-65.97974709,-65.97974709
2304,48,Robertson,Texas,-96.51276169,-96.51276169
2305,47,Hickman,Tennessee,-87.47643507,-87.47643507
2306,51,Charlottesville,Virginia,-78.48239789,-78.48239789
2307,53,Clark,Washington,-122.4829204,-122.4829204
2308,5,Howard,Arkansas,-93.9934871,-93.9934871
2309,13,Putnam,Georgia,-83.37552891,-83.37552891
2310,13,Jasper,Georgia,-83.68844964,-83.68844964
2311,13,Lee,Georgia,-84.14324253,-84.14324253
2312,13,Tattnall,Georgia,-82.05539188,-82.05539188
2313,13,Terrell,Georgia,-84.44069698,-84.44069698
2314,5,Cleveland,Arkansas,-92.18537045,-92.18537045
2315,19,Grundy,Iowa,-92.78829551,-92.78829551
2316,46,Meade,South Dakota,-102.7162741,-102.7162741
2317,13,DeKalb,Georgia,-84.22398798,-84.22398798
2318,40,Bryan,Oklahoma,-96.25903472,-96.25903472
2319,8,Chaffee,Colorado,-106.1926573,-106.1926573
2320,37,Davie,North Carolina,-80.54480713,-80.54480713
2321,35,Harding,New Mexico,-103.8220938,-103.8220938
2322,26,Delta,Michigan,-86.90816382,-86.90816382
2323,6,Marin,California,-122.7210631,-122.7210631
2324,12,Broward,Florida,-80.48725556,-80.48725556
2325,28,Holmes,Mississippi,-90.08928513,-90.08928513
2326,72,Bayamón,Puerto Rico,-66.16608237,-66.16608237
2327,72,Culebra,Puerto Rico,-65.28638061,-65.28638061
2328,72,Hatillo,Puerto Rico,-66.79652413,-66.79652413
2329,28,Scott,Mississippi,-89.53789439,-89.53789439
2330,1,Lawrence,Alabama,-87.31069453,-87.31069453
2331,12,Holmes,Florida,-85.81319222,-85.81319222
2332,48,Ector,Texas,-102.5429428,-102.5429428
2333,48,Gaines,Texas,-102.6353295,-102.6353295
2334,13,Atkinson,Georgia,-82.875453,-82.875453
2335,13,Berrien,Georgia,-83.22502464,-83.22502464
2336,54,Tucker,West Virginia,-79.57053576,-79.57053576
2337,51,Botetourt,Virginia,-79.80975244,-79.80975244
2338,55,Green,Wisconsin,-89.60246277,-89.60246277
2339,72,Patillas,Puerto Rico,-66.01212656,-66.01212656
2340,48,Ochiltree,Texas,-100.8158184,-100.8158184
2341,27,Becker,Minnesota,-95.67158144,-95.67158144
2342,5,Woodruff,Arkansas,-91.2461629,-91.2461629
2343,37,Alexander,North Carolina,-81.18001915,-81.18001915
2344,50,Lamoille,Vermont,-72.64356694,-72.64356694
2345,22,St. Bernard,Louisiana,-89.51887093,-89.51887093
2346,48,Scurry,Texas,-100.9162656,-100.9162656
2347,21,Green,Kentucky,-85.5540745,-85.5540745
2348,25,Nantucket,Massachusetts,-70.08774729,-70.08774729
2349,19,Warren,Iowa,-93.56007641,-93.56007641
2350,54,Boone,West Virginia,-81.6988826,-81.6988826
2351,48,McCulloch,Texas,-99.34683294,-99.34683294
2352,26,St. Clair,Michigan,-82.67937954,-82.67937954
2353,72,Yauco,Puerto Rico,-66.85736965,-66.85736965
2354,72,Manatí,Puerto Rico,-66.49071737,-66.49071737
2355,18,Blackford,Indiana,-85.32499702,-85.32499702
2356,19,Cedar,Iowa,-91.13246684,-91.13246684
2357,48,Cochran,Texas,-102.8284499,-102.8284499
2358,31,Logan,Nebraska,-100.4817851,-100.4817851
2359,41,Jackson,Oregon,-122.7289309,-122.7289309
2360,26,Crawford,Michigan,-84.61006836,-84.61006836
2361,20,Harvey,Kansas,-97.42747573,-97.42747573
2362,12,Walton,Florida,-86.16968472,-86.16968472
2363,40,Payne,Oklahoma,-96.97584944,-96.97584944
2364,46,Faulk,South Dakota,-99.14535601,-99.14535601
2365,41,Benton,Oregon,-123.4316987,-123.4316987
2366,35,Roosevelt,New Mexico,-103.4799493,-103.4799493
2367,13,Gwinnett,Georgia,-84.02137802,-84.02137802
2368,36,Orleans,New York,-78.2320066,-78.2320066
2369,13,Douglas,Georgia,-84.77027627,-84.77027627
2370,19,Calhoun,Iowa,-94.64046046,-94.64046046
2371,55,Shawano,Wisconsin,-88.76442502,-88.76442502
2372,20,Seward,Kansas,-100.8507201,-100.8507201
2373,47,Lake,Tennessee,-89.48921915,-89.48921915
2374,6,San Bernardino,California,-116.1774685,-116.1774685
2375,56,Fremont,Wyoming,-108.6296893,-108.6296893
2376,35,Lea,New Mexico,-103.4135258,-103.4135258
2377,48,Borden,Texas,-101.4316509,-101.4316509
2378,34,Salem,New Jersey,-75.3469663,-75.3469663
2379,42,Washington,Pennsylvania,-80.24582867,-80.24582867
2380,39,Washington,Ohio,-81.49121382,-81.49121382
2381,1,Walker,Alabama,-87.30027157,-87.30027157
2382,2,Prince of Wales-Hyder,Alaska,-133.0554025,-133.0554025
2383,55,Bayfield,Wisconsin,-91.19716729,-91.19716729
2384,2,Yukon-Koyukuk,Alaska,-151.3939802,-151.3939802
2385,33,Hillsborough,New Hampshire,-71.72003549,-71.72003549
2386,18,Putnam,Indiana,-86.84518468,-86.84518468
2387,6,Inyo,California,-117.4110015,-117.4110015
2388,48,Nueces,Texas,-97.5433285,-97.5433285
2389,13,Cook,Georgia,-83.42947229,-83.42947229
2390,32,White Pine,Nevada,-114.899966,-114.899966
2391,24,Prince George's,Maryland,-76.8495821,-76.8495821
2392,35,Colfax,New Mexico,-104.6472674,-104.6472674
2393,16,Valley,Idaho,-115.563094,-115.563094
2394,13,Camden,Georgia,-81.66601818,-81.66601818
2395,53,Okanogan,Washington,-119.7387224,-119.7387224
2396,48,Cooke,Texas,-97.21240912,-97.21240912
2397,32,Esmeralda,Nevada,-117.6319999,-117.6319999
2398,54,Wayne,West Virginia,-82.42469251,-82.42469251
2399,41,Wheeler,Oregon,-120.0281427,-120.0281427
2400,37,Halifax,North Carolina,-77.65410476,-77.65410476
2401,53,Grant,Washington,-119.4500749,-119.4500749
2402,39,Ottawa,Ohio,-83.09427844,-83.09427844
2403,35,Otero,New Mexico,-105.7398052,-105.7398052
2404,22,Caddo,Louisiana,-93.88291344,-93.88291344
2405,31,Box Butte,Nebraska,-103.0878834,-103.0878834
2406,16,Minidoka,Idaho,-113.6370053,-113.6370053
2407,48,Concho,Texas,-99.86473038,-99.86473038
2408,20,Montgomery,Kansas,-95.74329258,-95.74329258
2409,31,Washington,Nebraska,-96.22019892,-96.22019892
2410,1,Macon,Alabama,-85.69250947,-85.69250947
2411,8,Logan,Colorado,-103.110817,-103.110817
2412,39,Adams,Ohio,-83.4718964,-83.4718964
2413,30,Musselshell,Montana,-108.3972084,-108.3972084
2414,34,Passaic,New Jersey,-74.29661565,-74.29661565
2415,13,Clayton,Georgia,-84.35593537,-84.35593537
2416,55,Marathon,Wisconsin,-89.75863384,-89.75863384
2417,55,Oconto,Wisconsin,-88.27737033,-88.27737033
2418,30,Petroleum,Montana,-108.2507191,-108.2507191
2419,19,Dubuque,Iowa,-90.88181925,-90.88181925
2420,42,Armstrong,Pennsylvania,-79.46290811,-79.46290811
2421,48,Harris,Texas,-95.395697,-95.395697
2422,51,York,Virginia,-76.54253946,-76.54253946
2423,51,Newport News,Virginia,-76.5187993,-76.5187993
2424,29,Johnson,Missouri,-93.80470031,-93.80470031
2425,50,Essex,Vermont,-71.73579864,-71.73579864
2426,19,Linn,Iowa,-91.59809485,-91.59809485
2427,51,Greensville,Virginia,-77.5635183,-77.5635183
2428,13,Clay,Georgia,-84.97750253,-84.97750253
2429,8,San Miguel,Colorado,-108.4063527,-108.4063527
2430,6,Modoc,California,-120.7244817,-120.7244817
2431,28,Greene,Mississippi,-88.63922281,-88.63922281
2432,72,Lares,Puerto Rico,-66.86585316,-66.86585316
2433,72,Santa Isabel,Puerto Rico,-66.3870131,-66.3870131
2434,13,Elbert,Georgia,-82.83934567,-82.83934567
2435,47,Putnam,Tennessee,-85.50646123,-85.50646123
2436,38,Stark,North Dakota,-102.6576326,-102.6576326
2437,27,Beltrami,Minnesota,-94.93732139,-94.93732139
2438,22,St. James,Louisiana,-90.80212061,-90.80212061
2439,26,Huron,Michigan,-83.04078077,-83.04078077
2440,1,Coosa,Alabama,-86.24910118,-86.24910118
2441,13,Baldwin,Georgia,-83.24703358,-83.24703358
2442,38,Walsh,North Dakota,-97.72246294,-97.72246294
2443,22,Winn,Louisiana,-92.63789413,-92.63789413
2444,48,Galveston,Texas,-94.91951635,-94.91951635
2445,1,Conecuh,Alabama,-86.99243604,-86.99243604
2446,29,Worth,Missouri,-94.42607716,-94.42607716
2447,47,Rutherford,Tennessee,-86.4107263,-86.4107263
2448,40,Delaware,Oklahoma,-94.80325049,-94.80325049
2449,26,Midland,Michigan,-84.38804374,-84.38804374
2450,54,Roane,West Virginia,-81.35243568,-81.35243568
2451,8,Boulder,Colorado,-105.3547018,-105.3547018
2452,8,Custer,Colorado,-105.3683478,-105.3683478
2453,48,Reeves,Texas,-103.6904405,-103.6904405
2454,29,St. Francois,Missouri,-90.4759728,-90.4759728
2455,8,Lincoln,Colorado,-103.5136649,-103.5136649
2456,29,Linn,Missouri,-93.10704106,-93.10704106
2457,42,Beaver,Pennsylvania,-80.34925015,-80.34925015
2458,13,Bibb,Georgia,-83.70489518,-83.70489518
2459,38,Logan,North Dakota,-99.47712748,-99.47712748
2460,27,Redwood,Minnesota,-95.25207021,-95.25207021
2461,21,Perry,Kentucky,-83.22922464,-83.22922464
2462,22,St. Charles,Louisiana,-90.35555967,-90.35555967
2463,13,Laurens,Georgia,-82.92145925,-82.92145925
2464,48,Cottle,Texas,-100.2785062,-100.2785062
2465,47,Henderson,Tennessee,-88.38600816,-88.38600816
2466,27,Morrison,Minnesota,-94.27341528,-94.27341528
2467,12,Clay,Florida,-81.85620395,-81.85620395
2468,21,Graves,Kentucky,-88.65146326,-88.65146326
2469,47,Giles,Tennessee,-87.0399237,-87.0399237
2470,18,Shelby,Indiana,-85.7915857,-85.7915857
2471,22,Lafayette,Louisiana,-92.06946858,-92.06946858
2472,45,Bamberg,South Carolina,-81.05663549,-81.05663549
2473,47,Jackson,Tennessee,-85.67239905,-85.67239905
2474,19,Washington,Iowa,-91.71740068,-91.71740068
2475,31,Burt,Nebraska,-96.32605633,-96.32605633
2476,17,Henderson,Illinois,-90.92545985,-90.92545985
2477,30,Dawson,Montana,-104.8944417,-104.8944417
2478,39,Noble,Ohio,-81.45222202,-81.45222202
2479,49,Emery,Utah,-110.701477,-110.701477
2480,21,Monroe,Kentucky,-85.71596443,-85.71596443
2481,21,Pendleton,Kentucky,-84.3557203,-84.3557203
2482,1,Lowndes,Alabama,-86.65196726,-86.65196726
2483,21,Floyd,Kentucky,-82.74751682,-82.74751682
2484,48,Martin,Texas,-101.9513518,-101.9513518
2485,48,Glasscock,Texas,-101.5207776,-101.5207776
2486,1,Marshall,Alabama,-86.30484753,-86.30484753
2487,29,Caldwell,Missouri,-93.98308093,-93.98308093
2488,54,Wirt,West Virginia,-81.37473928,-81.37473928
2489,23,Somerset,Maine,-69.95995432,-69.95995432
2490,54,Lewis,West Virginia,-80.49987955,-80.49987955
2491,2,Haines,Alaska,-135.4837609,-135.4837609
2492,2,Petersburg,Alaska,-132.9479579,-132.9479579
2493,8,Delta,Colorado,-107.8631342,-107.8631342
2494,28,Rankin,Mississippi,-89.94567121,-89.94567121
2495,56,Albany,Wyoming,-105.7235415,-105.7235415
2496,35,Rio Arriba,New Mexico,-106.6931674,-106.6931674
2497,1,Montgomery,Alabama,-86.20969272,-86.20969272
2498,2,Valdez-Cordova,Alaska,-144.7107656,-144.7107656
2499,35,Union,New Mexico,-103.4709624,-103.4709624
2500,4,Coconino,Arizona,-111.770712,-111.770712
2501,49,Morgan,Utah,-111.5727686,-111.5727686
2502,32,Lander,Nevada,-117.0397075,-117.0397075
2503,47,Johnson,Tennessee,-81.84886538,-81.84886538
2504,20,Franklin,Kansas,-95.28644341,-95.28644341
2505,42,Indiana,Pennsylvania,-79.08963285,-79.08963285
2506,29,Jackson,Missouri,-94.34689159,-94.34689159
2507,27,Faribault,Minnesota,-93.94787458,-93.94787458
2508,50,Windsor,Vermont,-72.58595157,-72.58595157
2509,72,Corozal,Puerto Rico,-66.32812266,-66.32812266
2510,51,Pittsylvania,Virginia,-79.39766914,-79.39766914
2511,22,Tangipahoa,Louisiana,-90.40645225,-90.40645225
2512,55,Iron,Wisconsin,-90.24294013,-90.24294013
2513,5,Chicot,Arkansas,-91.29539209,-91.29539209
2514,27,Otter Tail,Minnesota,-95.70833742,-95.70833742
2515,29,Reynolds,Missouri,-90.97009925,-90.97009925
2516,34,Somerset,New Jersey,-74.61681442,-74.61681442
2517,40,Pushmataha,Oklahoma,-95.37603505,-95.37603505
2518,31,Knox,Nebraska,-97.89178836,-97.89178836
2519,21,Pike,Kentucky,-82.39487445,-82.39487445
2520,39,Lucas,Ohio,-83.65517587,-83.65517587
2521,24,Talbot,Maryland,-76.10882561,-76.10882561
2522,29,Jasper,Missouri,-94.34050458,-94.34050458
2523,30,Sheridan,Montana,-104.503829,-104.503829
2524,40,Marshall,Oklahoma,-96.76855464,-96.76855464
2525,24,Frederick,Maryland,-77.39989079,-77.39989079
2526,46,Charles Mix,South Dakota,-98.58856175,-98.58856175
2527,24,Harford,Maryland,-76.3077594,-76.3077594
2528,50,Rutland,Vermont,-73.03741676,-73.03741676
2529,28,Choctaw,Mississippi,-89.24809382,-89.24809382
2530,12,Jackson,Florida,-85.21500301,-85.21500301
2531,72,Maricao,Puerto Rico,-66.93959045,-66.93959045
2532,51,Chesterfield,Virginia,-77.58650402,-77.58650402
2533,29,Carter,Missouri,-90.96051322,-90.96051322
2534,29,Shannon,Missouri,-91.40190382,-91.40190382
2535,31,McPherson,Nebraska,-101.0599506,-101.0599506
2536,17,Clinton,Illinois,-89.42405489,-89.42405489
2537,8,Conejos,Colorado,-106.1910706,-106.1910706
2538,1,Madison,Alabama,-86.55069633,-86.55069633
2539,17,Pulaski,Illinois,-89.13085001,-89.13085001
2540,42,Allegheny,Pennsylvania,-79.98169487,-79.98169487
2541,46,Stanley,South Dakota,-100.7349153,-100.7349153
2542,51,Loudoun,Virginia,-77.63472732,-77.63472732
2543,5,Lafayette,Arkansas,-93.60677071,-93.60677071
2544,48,Kaufman,Texas,-96.28736453,-96.28736453
2545,53,Asotin,Washington,-117.2022851,-117.2022851
2546,51,Amelia,Virginia,-77.98584649,-77.98584649
2547,41,Multnomah,Oregon,-122.4169351,-122.4169351
2548,42,Philadelphia,Pennsylvania,-75.137958,-75.137958
2549,22,Jefferson,Louisiana,-90.11115753,-90.11115753
2550,17,Washington,Illinois,-89.4096422,-89.4096422
2551,39,Licking,Ohio,-82.48065504,-82.48065504
2552,18,Allen,Indiana,-85.06800636,-85.06800636
2553,22,West Baton Rouge,Louisiana,-91.30989571,-91.30989571
2554,54,Raleigh,West Virginia,-81.24261405,-81.24261405
2555,37,Stanly,North Carolina,-80.25108282,-80.25108282
2556,32,Carson City,Nevada,-119.7439267,-119.7439267
2557,13,Bacon,Georgia,-82.45936242,-82.45936242
2558,13,Floyd,Georgia,-85.21442599,-85.21442599
2559,16,Butte,Idaho,-113.1720786,-113.1720786
2560,6,Yuba,California,-121.3534275,-121.3534275
2561,1,Jackson,Alabama,-85.9997739,-85.9997739
2562,40,Okmulgee,Oklahoma,-95.96434123,-95.96434123
2563,42,Centre,Pennsylvania,-77.82200624,-77.82200624
2564,20,Shawnee,Kansas,-95.7557264,-95.7557264
2565,24,Anne Arundel,Maryland,-76.60329337,-76.60329337
2566,42,Huntingdon,Pennsylvania,-77.97673273,-77.97673273
2567,72,Guayama,Puerto Rico,-66.14083107,-66.14083107
2568,17,Kendall,Illinois,-88.42867845,-88.42867845
2569,16,Cassia,Idaho,-113.6012409,-113.6012409
2570,1,Lee,Alabama,-85.35132246,-85.35132246
2571,17,Rock Island,Illinois,-90.57042164,-90.57042164
2572,51,Giles,Virginia,-80.70650913,-80.70650913
2573,8,Fremont,Colorado,-105.4399667,-105.4399667
2574,8,Denver,Colorado,-104.8703959,-104.8703959
2575,16,Lewis,Idaho,-116.430041,-116.430041
2576,51,Northampton,Virginia,-75.87751591,-75.87751591
2577,27,Lake of the Woods,Minnesota,-94.9031957,-94.9031957
2578,33,Coos,New Hampshire,-71.30633239,-71.30633239
2579,39,Athens,Ohio,-82.04278644,-82.04278644
2580,40,Cotton,Oklahoma,-98.37053708,-98.37053708
2581,12,Lee,Florida,-81.88402495,-81.88402495
2582,17,Stephenson,Illinois,-89.662598,-89.662598
2583,26,Chippewa,Michigan,-84.54354267,-84.54354267
2584,28,Wilkinson,Mississippi,-91.31018819,-91.31018819
2585,38,McLean,North Dakota,-101.3182438,-101.3182438
2586,18,Union,Indiana,-84.924962,-84.924962
2587,42,McKean,Pennsylvania,-78.56936624,-78.56936624
2588,42,Mifflin,Pennsylvania,-77.61070738,-77.61070738
2589,42,Bradford,Pennsylvania,-76.51570822,-76.51570822
2590,45,Union,South Carolina,-81.61932072,-81.61932072
2591,51,Manassas,Virginia,-77.48538539,-77.48538539
2592,38,Towner,North Dakota,-99.24564265,-99.24564265
2593,51,Manassas Park,Virginia,-77.44401094,-77.44401094
2594,48,Calhoun,Texas,-96.6162903,-96.6162903
2595,37,Chatham,North Carolina,-79.25567823,-79.25567823
2596,20,Greenwood,Kansas,-96.23250453,-96.23250453
2597,21,Grayson,Kentucky,-86.34210526,-86.34210526
2598,28,Hinds,Mississippi,-90.44435448,-90.44435448
2599,1,Tuscaloosa,Alabama,-87.52480495,-87.52480495
2600,6,San Benito,California,-121.0699847,-121.0699847
2601,16,Madison,Idaho,-111.6596507,-111.6596507
2602,48,Hardeman,Texas,-99.74632408,-99.74632408
2603,42,Bucks,Pennsylvania,-75.10836643,-75.10836643
2604,47,Henry,Tennessee,-88.30118008,-88.30118008
2605,36,Chautauqua,New York,-79.36691763,-79.36691763
2606,51,Augusta,Virginia,-79.12513456,-79.12513456
2607,21,Muhlenberg,Kentucky,-87.14632053,-87.14632053
2608,21,Menifee,Kentucky,-83.5998973,-83.5998973
2609,22,Concordia,Louisiana,-91.63814433,-91.63814433
2610,24,Garrett,Maryland,-79.27445024,-79.27445024
2611,46,Hughes,South Dakota,-99.99661148,-99.99661148
2612,26,Allegan,Michigan,-85.89102654,-85.89102654
2613,19,Cerro Gordo,Iowa,-93.2612239,-93.2612239
2614,22,Calcasieu,Louisiana,-93.35400434,-93.35400434
2615,42,Fulton,Pennsylvania,-78.11163677,-78.11163677
2616,36,Essex,New York,-73.77297842,-73.77297842
2617,36,Washington,New York,-73.43043448,-73.43043448
2618,54,Mineral,West Virginia,-78.94104729,-78.94104729
2619,39,Vinton,Ohio,-82.4831444,-82.4831444
2620,39,Harrison,Ohio,-81.09064708,-81.09064708
2621,46,Buffalo,South Dakota,-99.20814467,-99.20814467
2622,18,Scott,Indiana,-85.74627859,-85.74627859
2623,20,Lincoln,Kansas,-98.20756994,-98.20756994
2624,17,Jasper,Illinois,-88.15437049,-88.15437049
2625,21,Morgan,Kentucky,-83.25562125,-83.25562125
2626,21,Pulaski,Kentucky,-84.57677316,-84.57677316
2627,26,Wexford,Michigan,-85.57712756,-85.57712756
2628,28,Simpson,Mississippi,-89.91716179,-89.91716179
2629,54,Berkeley,West Virginia,-78.02414609,-78.02414609
2630,51,Rappahannock,Virginia,-78.15793412,-78.15793412
2631,46,Union,South Dakota,-96.6557828,-96.6557828
2632,5,Newton,Arkansas,-93.21612969,-93.21612969
2633,56,Carbon,Wyoming,-106.9326527,-106.9326527
2634,2,Matanuska-Susitna,Alaska,-149.5675672,-149.5675672
2635,6,Tehama,California,-122.2372327,-122.2372327
2636,18,Greene,Indiana,-86.96217876,-86.96217876
2637,21,Taylor,Kentucky,-85.33301655,-85.33301655
2638,26,Washtenaw,Michigan,-83.83879331,-83.83879331
2639,28,Attala,Mississippi,-89.57789867,-89.57789867
2640,17,Will,Illinois,-87.9785958,-87.9785958
2641,24,Baltimore,Maryland,-76.61151012,-76.61151012
2642,46,Tripp,South Dakota,-99.88552261,-99.88552261
2643,12,Collier,Florida,-81.34687065,-81.34687065
2644,12,Franklin,Florida,-84.82731926,-84.82731926
2645,5,Dallas,Arkansas,-92.65167437,-92.65167437
2646,40,Mayes,Oklahoma,-95.23175116,-95.23175116
2647,51,Radford,Virginia,-80.55838396,-80.55838396
2648,54,Nicholas,West Virginia,-80.79960603,-80.79960603
2649,39,Hamilton,Ohio,-84.54502664,-84.54502664
2650,37,Johnston,North Carolina,-78.36318521,-78.36318521
2651,54,Pocahontas,West Virginia,-80.00992455,-80.00992455
2652,27,Goodhue,Minnesota,-92.72339481,-92.72339481
2653,31,Platte,Nebraska,-97.52144359,-97.52144359
2654,35,Taos,New Mexico,-105.6310198,-105.6310198
2655,12,Osceola,Florida,-81.15036819,-81.15036819
2656,48,Terrell,Texas,-102.0766587,-102.0766587
2657,6,Siskiyou,California,-122.5409743,-122.5409743
2658,45,Darlington,South Carolina,-79.96027485,-79.96027485
2659,29,Pettis,Missouri,-93.28471706,-93.28471706
2660,34,Morris,New Jersey,-74.54435233,-74.54435233
2661,40,Kiowa,Oklahoma,-98.97713144,-98.97713144
2662,12,Levy,Florida,-82.74007147,-82.74007147
2663,4,Navajo,Arizona,-110.3218989,-110.3218989
2664,27,Wilkin,Minnesota,-96.4684375,-96.4684375
2665,49,Washington,Utah,-113.504698,-113.504698
2666,51,Rockingham,Virginia,-78.87092086,-78.87092086
2667,20,Stanton,Kansas,-101.7843534,-101.7843534
2668,6,Del Norte,California,-123.8974063,-123.8974063
2669,20,Bourbon,Kansas,-94.84865997,-94.84865997
2670,22,De Soto,Louisiana,-93.74131339,-93.74131339
2671,26,Keweenaw,Michigan,-88.41434263,-88.41434263
2672,21,Cumberland,Kentucky,-85.39050034,-85.39050034
2673,22,Lafourche,Louisiana,-90.40976986,-90.40976986
2674,19,Clayton,Iowa,-91.34133693,-91.34133693
2675,48,Franklin,Texas,-95.21917243,-95.21917243
2676,23,Hancock,Maine,-68.38048175,-68.38048175
2677,34,Cumberland,New Jersey,-75.10659534,-75.10659534
2678,21,Letcher,Kentucky,-82.85348724,-82.85348724
2679,8,Gilpin,Colorado,-105.525257,-105.525257
2680,30,Daniels,Montana,-105.547653,-105.547653
2681,16,Lincoln,Idaho,-114.1382761,-114.1382761
2682,30,Meagher,Montana,-110.8898575,-110.8898575
2683,36,Wyoming,New York,-78.22192347,-78.22192347
2684,19,Greene,Iowa,-94.39658081,-94.39658081
2685,37,Davidson,North Carolina,-80.21423195,-80.21423195
2686,40,Stephens,Oklahoma,-97.85142016,-97.85142016
2687,37,Mecklenburg,North Carolina,-80.83163795,-80.83163795
2688,17,Macoupin,Illinois,-89.92430093,-89.92430093
2689,28,Tate,Mississippi,-89.94485778,-89.94485778
2690,37,Pamlico,North Carolina,-76.66559823,-76.66559823
2691,48,Angelina,Texas,-94.60926901,-94.60926901
2692,20,Pratt,Kansas,-98.73922153,-98.73922153
2693,37,Craven,North Carolina,-77.07989708,-77.07989708
2694,29,Cape Girardeau,Missouri,-89.6843587,-89.6843587
2695,40,Jackson,Oklahoma,-99.4157929,-99.4157929
2696,40,Roger Mills,Oklahoma,-99.69666167,-99.69666167
2697,1,Randolph,Alabama,-85.45708831,-85.45708831
2698,6,Orange,California,-117.7645998,-117.7645998
2699,17,Pike,Illinois,-90.8877501,-90.8877501
2700,18,Perry,Indiana,-86.64045984,-86.64045984
2701,18,Randolph,Indiana,-85.01139319,-85.01139319
2702,47,Clay,Tennessee,-85.53928014,-85.53928014
2703,51,Lancaster,Virginia,-76.46398556,-76.46398556
2704,55,Milwaukee,Wisconsin,-87.96733168,-87.96733168
2705,24,Allegany,Maryland,-78.69429822,-78.69429822
2706,21,Kenton,Kentucky,-84.5324871,-84.5324871
2707,42,Monroe,Pennsylvania,-75.34031025,-75.34031025
2708,45,Horry,South Carolina,-78.99552647,-78.99552647
2709,45,Dorchester,South Carolina,-80.405248,-80.405248
2710,51,Prince William,Virginia,-77.48725122,-77.48725122
2711,38,Oliver,North Dakota,-101.3428435,-101.3428435
2712,21,Fayette,Kentucky,-84.45930787,-84.45930787
2713,47,Gibson,Tennessee,-88.93358327,-88.93358327
2714,51,Winchester,Virginia,-78.17256018,-78.17256018
2715,56,Washakie,Wyoming,-107.6840989,-107.6840989
2716,23,Waldo,Maine,-69.12061428,-69.12061428
2717,37,Wake,North Carolina,-78.65290904,-78.65290904
2718,36,Livingston,New York,-77.77970931,-77.77970931
2719,37,Burke,North Carolina,-81.70709153,-81.70709153
2720,40,Cherokee,Oklahoma,-94.99980896,-94.99980896
